team_home,team_away,goals_home,goals_away,league_division,season,group
PPJ/LeJa,ToTe/Tapio,2,4,5,23,3
HePu,Tavastia,3,1,5,23,3
FC Spital,PPJ/LeJa,3,1,5,23,3
HIFK/3,PPV/Seos,2,2,5,23,3
Tavastia,SAPA/Savanna,4,1,5,23,3
ToTe/Tapio,HJK/Kantsu,1,5,5,23,3
FC POHU/KY United,HePu,3,1,5,23,3
Tavastia,PPV/Seos,2,0,5,23,3
HePu,ToTe/Tapio,0,0,5,23,3
HIFK/3,FC Spital,2,3,5,23,3
SAPA/Savanna,HJK/Kantsu,1,2,5,23,3
FC POHU/KY United,PPJ/LeJa,3,2,5,23,3
FC Spital,Tavastia,0,0,5,23,3
PPV/Seos,FC POHU/KY United,0,7,5,23,3
HJK/Kantsu,HePu,6,2,5,23,3
ToTe/Tapio,HIFK/3,10,0,5,23,3
PPJ/LeJa,SAPA/Savanna,2,2,5,23,3
Etu-Töölön Urhot,Arkki,4,0,5,23,4
LPS/Kuninkaat,Vesa/Töölö,2,1,5,23,4
Ponnistus/2,FC KaKe,7,0,5,23,4
ToTe/Ratapihan Dynamo,FC Kiffen/2,1,4,5,23,4
FC Pehmeet ja Märät,FC Dons,0,8,5,23,4
FC Kiffen/2,Etu-Töölön Urhot,0,4,5,23,4
FC Dons,LPS/Kuninkaat,3,1,5,23,4
FC Kiffen/2,Ponnistus/2,2,6,5,23,4
Arkki,FC Pehmeet ja Märät,1,3,5,23,4
Vesa/Töölö,ToTe/Ratapihan Dynamo,4,2,5,23,4
FC KaKe,Etu-Töölön Urhot,1,6,5,23,4
ToTe/Ratapihan Dynamo,FC Dons,0,14,5,23,4
Etu-Töölön Urhot,LPS/Kuninkaat,6,3,5,23,4
Arkki,Vesa/Töölö,4,6,5,23,4
FC Kiffen/2,FC KaKe,1,4,5,23,4
Ponnistus/2,FC Pehmeet ja Märät,3,4,5,23,4
Vesa/Töölö,FC Dons,3,3,5,23,4
FC Dons,Etu-Töölön Urhot,2,0,5,23,4
FC Pehmeet ja Märät,ToTe/Ratapihan Dynamo,5,1,5,23,4
LPS/Kuninkaat,Ponnistus/2,6,3,5,23,4
Vesa/Töölö,FC Kiffen/2,7,1,5,23,4
FC KaKe,Arkki,4,0,5,23,4
FC KaKe,LPS/Kuninkaat,2,2,5,23,4
Etu-Töölön Urhot,Vesa/Töölö,6,2,5,23,4
ToTe/Ratapihan Dynamo,Arkki,0,3,5,23,4
FC Kiffen/2,FC Pehmeet ja Märät,4,0,5,23,4
Ponnistus/2,FC Dons,2,2,5,23,4
FC Pehmeet ja Märät,Vesa/Töölö,2,3,5,23,4
ToTe/Ratapihan Dynamo,Etu-Töölön Urhot,0,3,5,23,4
Arkki,Ponnistus/2,3,3,5,23,4
Vesa/Töölö,FC KaKe,3,6,5,23,4
FC Pehmeet ja Märät,LPS/Kuninkaat,6,3,5,23,4
FC Dons,FC Kiffen/2,3,0,5,23,4
Etu-Töölön Urhot,Ponnistus/2,3,1,5,23,4
ToTe/Ratapihan Dynamo,FC KaKe,2,1,5,23,4
FC Dons,Arkki,4,2,5,23,4
LPS/Kuninkaat,FC Kiffen/2,2,0,5,23,4
Arkki,LPS/Kuninkaat,2,5,5,23,4
Ponnistus/2,ToTe/Ratapihan Dynamo,4,0,5,23,4
FC KaKe,FC Pehmeet ja Märät,3,4,5,23,4
LPS/Kuninkaat,ToTe/Ratapihan Dynamo,4,2,5,23,4
Ponnistus/2,Vesa/Töölö,1,3,5,23,4
FC KaKe,FC Dons,1,4,5,23,4
FC Kiffen/2,Arkki,4,0,5,23,4
Etu-Töölön Urhot,FC Pehmeet ja Märät,3,0,5,23,4
FC Pehmeet ja Märät,Arkki,2,3,5,23,4
Vesa/Töölö,FC Pehmeet ja Märät,4,2,5,23,4
FC KaKe,Ponnistus/2,0,3,5,23,4
FC Kiffen/2,ToTe/Ratapihan Dynamo,1,1,5,23,4
FC Dons,FC Pehmeet ja Märät,6,0,5,23,4
Arkki,Etu-Töölön Urhot,2,4,5,23,4
LPS/Kuninkaat,FC Dons,1,2,5,23,4
Etu-Töölön Urhot,FC KaKe,3,1,5,23,4
ToTe/Ratapihan Dynamo,Vesa/Töölö,0,6,5,23,4
Ponnistus/2,FC Kiffen/2,7,2,5,23,4
FC KaKe,FC Kiffen/2,7,4,5,23,4
FC Pehmeet ja Märät,Ponnistus/2,3,1,5,23,4
FC Dons,ToTe/Ratapihan Dynamo,2,1,5,23,4
LPS/Kuninkaat,Etu-Töölön Urhot,2,4,5,23,4
Vesa/Töölö,Arkki,3,2,5,23,4
Etu-Töölön Urhot,FC Dons,1,1,5,23,4
Arkki,FC KaKe,0,4,5,23,4
FC Kiffen/2,Vesa/Töölö,1,1,5,23,4
ToTe/Ratapihan Dynamo,FC Pehmeet ja Märät,2,1,5,23,4
Ponnistus/2,LPS/Kuninkaat,0,3,5,23,4
FC Pehmeet ja Märät,FC Kiffen/2,1,3,5,23,4
Arkki,ToTe/Ratapihan Dynamo,2,1,5,23,4
LPS/Kuninkaat,FC KaKe,2,5,5,23,4
FC Dons,Ponnistus/2,4,1,5,23,4
Vesa/Töölö,Etu-Töölön Urhot,1,4,5,23,4
Ponnistus/2,Arkki,3,2,5,23,4
FC Kiffen/2,FC Dons,0,6,5,23,4
Etu-Töölön Urhot,ToTe/Ratapihan Dynamo,3,0,5,23,4
LPS/Kuninkaat,FC Pehmeet ja Märät,3,2,5,23,4
FC KaKe,Vesa/Töölö,1,2,5,23,4
ToTe/Ratapihan Dynamo,LPS/Kuninkaat,1,7,5,23,4
Arkki,FC Kiffen/2,9,0,5,23,4
Vesa/Töölö,Ponnistus/2,0,6,5,23,4
FC Dons,FC KaKe,5,3,5,23,4
FC Pehmeet ja Märät,Etu-Töölön Urhot,2,1,5,23,4
ToTe/Ratapihan Dynamo,Ponnistus/2,3,4,5,23,4
FC Pehmeet ja Märät,FC KaKe,1,6,5,23,4
FC Dons,Vesa/Töölö,4,1,5,23,4
Etu-Töölön Urhot,FC Kiffen/2,4,1,5,23,4
LPS/Kuninkaat,Arkki,2,4,5,23,4
Vesa/Töölö,LPS/Kuninkaat,3,5,5,23,4
Arkki,FC Dons,1,1,5,23,4
FC Kiffen/2,LPS/Kuninkaat,1,3,5,23,4
FC KaKe,ToTe/Ratapihan Dynamo,3,0,5,23,4
Ponnistus/2,Etu-Töölön Urhot,2,4,5,23,4
MPS/Atletico Akatemia,PuiU/86,2,3,5,23,5
Afro Foot Club,SAPA/2,3,3,5,23,5
FC POHU/Futboleros,FC Parseh,4,1,5,23,5
ToTe/Taiskin Tykit,FC Viikingit,4,4,5,23,5
Nikinmäki United,PK-35/2,2,6,5,23,5
FC POHU/Futboleros,PuiU/86,1,2,5,23,5
FC Viikingit,Afro Foot Club,3,6,5,23,5
FC Parseh,MPS/Atletico Akatemia,1,2,5,23,5
PuiU/86,ToTe/Taiskin Tykit,1,6,5,23,5
PK-35/2,Afro Foot Club,5,3,5,23,5
SAPA/2,FC POHU/Futboleros,3,2,5,23,5
FC Viikingit,Nikinmäki United,2,4,5,23,5
MPS/Atletico Akatemia,Nikinmäki United,4,4,5,23,5
FC Parseh,PuiU/86,2,2,5,23,5
ToTe/Taiskin Tykit,Afro Foot Club,2,0,5,23,5
FC Viikingit,SAPA/2,6,1,5,23,5
FC POHU/Futboleros,PK-35/2,3,1,5,23,5
MPS/Atletico Akatemia,SAPA/2,6,2,5,23,5
SAPA/2,FC Parseh,2,4,5,23,5
PK-35/2,ToTe/Taiskin Tykit,0,1,5,23,5
PuiU/86,FC Viikingit,1,4,5,23,5
Afro Foot Club,MPS/Atletico Akatemia,5,2,5,23,5
Nikinmäki United,FC POHU/Futboleros,3,4,5,23,5
MPS/Atletico Akatemia,PK-35/2,3,1,5,23,5
FC Parseh,Nikinmäki United,3,4,5,23,5
FC POHU/Futboleros,SAPA/2,2,1,5,23,5
Afro Foot Club,PuiU/86,3,0,5,23,5
FC POHU/Futboleros,FC Viikingit,1,4,5,23,5
ToTe/Taiskin Tykit,SAPA/2,3,1,5,23,5
SAPA/2,PuiU/86,1,1,5,23,5
FC Viikingit,MPS/Atletico Akatemia,1,1,5,23,5
PK-35/2,FC Parseh,1,2,5,23,5
FC POHU/Futboleros,ToTe/Taiskin Tykit,2,3,5,23,5
Nikinmäki United,Afro Foot Club,2,1,5,23,5
FC Parseh,FC Viikingit,3,6,5,23,5
ToTe/Taiskin Tykit,Nikinmäki United,3,1,5,23,5
PuiU/86,PK-35/2,3,2,5,23,5
Afro Foot Club,FC POHU/Futboleros,4,3,5,23,5
MPS/Atletico Akatemia,FC POHU/Futboleros,8,2,5,23,5
FC Parseh,ToTe/Taiskin Tykit,1,1,5,23,5
PuiU/86,Nikinmäki United,1,1,5,23,5
SAPA/2,PK-35/2,0,5,5,23,5
Afro Foot Club,FC Parseh,1,3,5,23,5
ToTe/Taiskin Tykit,MPS/Atletico Akatemia,3,1,5,23,5
PK-35/2,FC Viikingit,1,4,5,23,5
Nikinmäki United,SAPA/2,3,3,5,23,5
FC Parseh,FC POHU/Futboleros,6,3,5,23,5
SAPA/2,Afro Foot Club,1,2,5,23,5
PuiU/86,MPS/Atletico Akatemia,0,4,5,23,5
PK-35/2,Nikinmäki United,2,3,5,23,5
FC Viikingit,ToTe/Taiskin Tykit,2,3,5,23,5
MPS/Atletico Akatemia,FC Parseh,3,2,5,23,5
Afro Foot Club,PK-35/2,4,2,5,23,5
ToTe/Taiskin Tykit,PuiU/86,4,0,5,23,5
Nikinmäki United,FC Viikingit,0,2,5,23,5
Afro Foot Club,ToTe/Taiskin Tykit,0,3,5,23,5
PuiU/86,FC Parseh,1,4,5,23,5
Nikinmäki United,MPS/Atletico Akatemia,0,1,5,23,5
PK-35/2,FC POHU/Futboleros,7,1,5,23,5
SAPA/2,FC Viikingit,1,4,5,23,5
MPS/Atletico Akatemia,Afro Foot Club,2,2,5,23,5
ToTe/Taiskin Tykit,PK-35/2,2,2,5,23,5
FC Viikingit,PuiU/86,4,1,5,23,5
FC Parseh,SAPA/2,1,3,5,23,5
FC POHU/Futboleros,Nikinmäki United,2,3,5,23,5
PuiU/86,Afro Foot Club,5,1,5,23,5
SAPA/2,ToTe/Taiskin Tykit,0,1,5,23,5
FC Viikingit,FC POHU/Futboleros,3,2,5,23,5
PK-35/2,MPS/Atletico Akatemia,7,1,5,23,5
Nikinmäki United,FC Parseh,0,4,5,23,5
PuiU/86,SAPA/2,3,1,5,23,5
FC Parseh,PK-35/2,4,0,5,23,5
Afro Foot Club,Nikinmäki United,2,3,5,23,5
ToTe/Taiskin Tykit,FC POHU/Futboleros,9,1,5,23,5
MPS/Atletico Akatemia,FC Viikingit,1,2,5,23,5
PK-35/2,PuiU/86,3,3,5,23,5
FC Viikingit,FC Parseh,2,2,5,23,5
FC POHU/Futboleros,Afro Foot Club,3,2,5,23,5
Nikinmäki United,ToTe/Taiskin Tykit,1,2,5,23,5
SAPA/2,MPS/Atletico Akatemia,1,4,5,23,5
ToTe/Taiskin Tykit,FC Parseh,2,3,5,23,5
PK-35/2,SAPA/2,3,0,5,23,5
Afro Foot Club,FC Viikingit,0,2,5,23,5
FC POHU/Futboleros,MPS/Atletico Akatemia,0,5,5,23,5
Nikinmäki United,PuiU/86,4,3,5,23,5
SAPA/2,Nikinmäki United,3,0,5,23,5
MPS/Atletico Akatemia,ToTe/Taiskin Tykit,1,7,5,23,5
PuiU/86,FC POHU/Futboleros,2,0,5,23,5
FC Parseh,Afro Foot Club,5,5,5,23,5
FC Viikingit,PK-35/2,2,4,5,23,5
I-HK/Sensaatio,FC Inter Vuosaari,3,2,5,23,6
SUMU,Ellas,10,2,5,23,6
Jokerit FC,FC Kontu/KoVa,3,0,5,23,6
Valtti/3,LPS/2,0,5,5,23,6
LPS/2,I-HK/Sensaatio,4,0,5,23,6
FC Kontu/KoVa,SUMU,3,2,5,23,6
Millbrook FC,Valtti/3,5,1,5,23,6
FC Inter Vuosaari,Jokerit FC,0,2,5,23,6
I-HK/Sensaatio,SUMU,0,1,5,23,6
Millbrook FC,LPS/2,4,4,5,23,6
FC Inter Vuosaari,Ellas,4,4,5,23,6
Valtti/3,Jokerit FC,2,2,5,23,6
LPS/2,FC Inter Vuosaari,2,2,5,23,6
FC Kontu/KoVa,I-HK/Sensaatio,3,1,5,23,6
SUMU,Valtti/3,3,0,5,23,6
Ellas,Millbrook FC,4,4,5,23,6
I-HK/Sensaatio,Ellas,1,3,5,23,6
Millbrook FC,Jokerit FC,3,2,5,23,6
SUMU,LPS/2,1,3,5,23,6
Valtti/3,FC Kontu/KoVa,1,1,5,23,6
FC Kontu/KoVa,Millbrook FC,0,3,5,23,6
Jokerit FC,SUMU,0,3,5,23,6
Ellas,LPS/2,0,7,5,23,6
FC Inter Vuosaari,Valtti/3,8,4,5,23,6
Valtti/3,SUMU,1,2,5,23,6
I-HK/Sensaatio,Jokerit FC,1,3,5,23,6
Millbrook FC,FC Inter Vuosaari,2,1,5,23,6
LPS/2,FC Kontu/KoVa,3,2,5,23,6
Valtti/3,Ellas,0,2,5,23,6
LPS/2,Jokerit FC,0,2,5,23,6
Millbrook FC,I-HK/Sensaatio,4,0,5,23,6
Ellas,FC Kontu/KoVa,3,4,5,23,6
FC Inter Vuosaari,SUMU,2,1,5,23,6
I-HK/Sensaatio,Valtti/3,1,2,5,23,6
Jokerit FC,Ellas,3,0,5,23,6
SUMU,Millbrook FC,2,1,5,23,6
FC Kontu/KoVa,FC Inter Vuosaari,3,5,5,23,6
LPS/2,Valtti/3,2,0,5,23,6
FC Kontu/KoVa,Jokerit FC,0,8,5,23,6
FC Inter Vuosaari,I-HK/Sensaatio,3,0,5,23,6
Ellas,SUMU,0,4,5,23,6
SUMU,FC Kontu/KoVa,1,0,5,23,6
I-HK/Sensaatio,LPS/2,1,2,5,23,6
Jokerit FC,FC Inter Vuosaari,0,3,5,23,6
Valtti/3,Millbrook FC,3,2,5,23,6
Jokerit FC,Valtti/3,3,0,5,23,6
LPS/2,Millbrook FC,2,1,5,23,6
SUMU,I-HK/Sensaatio,4,2,5,23,6
Ellas,FC Inter Vuosaari,6,8,5,23,6
I-HK/Sensaatio,FC Kontu/KoVa,4,2,5,23,6
Millbrook FC,Ellas,4,1,5,23,6
FC Inter Vuosaari,LPS/2,4,5,5,23,6
FC Kontu/KoVa,Valtti/3,3,4,5,23,6
Jokerit FC,Millbrook FC,4,3,5,23,6
LPS/2,SUMU,4,4,5,23,6
Ellas,I-HK/Sensaatio,3,1,5,23,6
Millbrook FC,FC Kontu/KoVa,3,5,5,23,6
SUMU,Jokerit FC,0,0,5,23,6
LPS/2,Ellas,2,2,5,23,6
Valtti/3,FC Inter Vuosaari,4,2,5,23,6
FC Kontu/KoVa,LPS/2,2,2,5,23,6
Jokerit FC,I-HK/Sensaatio,2,1,5,23,6
Ellas,Valtti/3,1,3,5,23,6
FC Inter Vuosaari,Millbrook FC,3,3,5,23,6
I-HK/Sensaatio,Millbrook FC,0,2,5,23,6
SUMU,FC Inter Vuosaari,2,1,5,23,6
FC Kontu/KoVa,Ellas,4,0,5,23,6
Jokerit FC,LPS/2,1,1,5,23,6
Millbrook FC,SUMU,2,1,5,23,6
Ellas,Jokerit FC,0,4,5,23,6
FC Inter Vuosaari,FC Kontu/KoVa,2,1,5,23,6
Valtti/3,I-HK/Sensaatio,1,0,5,23,6
ToBK,NJS/3,2,2,5,23,7
RiPS/2,Ares -86,6,3,5,23,7
HyPS/2,FC Korso/United,3,4,5,23,7
TuPS/3,Sibbo-Vargarna,1,3,5,23,7
KoiPS/Dynamo,KP-75/SaPo,2,2,5,23,7
ToBK,HyPS/2,3,4,5,23,7
Sibbo-Vargarna,RiPS/2,3,2,5,23,7
FC Korso/United,TuPS/3,7,1,5,23,7
KP-75/SaPo,ToBK,3,4,5,23,7
Ares -86,KoiPS/Dynamo,6,5,5,23,7
NJS/3,HyPS/2,6,2,5,23,7
Sibbo-Vargarna,KP-75/SaPo,3,0,5,23,7
FC Korso/United,Sibbo-Vargarna,2,3,5,23,7
Ares -86,NJS/3,0,14,5,23,7
RiPS/2,ToBK,5,0,5,23,7
TuPS/3,KoiPS/Dynamo,0,6,5,23,7
HyPS/2,KP-75/SaPo,12,0,5,23,7
ToBK,TuPS/3,6,1,5,23,7
KP-75/SaPo,RiPS/2,0,4,5,23,7
KoiPS/Dynamo,HyPS/2,2,2,5,23,7
NJS/3,FC Korso/United,5,6,5,23,7
ToBK,Sibbo-Vargarna,1,1,5,23,7
FC Korso/United,KoiPS/Dynamo,1,3,5,23,7
RiPS/2,NJS/3,2,3,5,23,7
TuPS/3,KP-75/SaPo,4,1,5,23,7
HyPS/2,Ares -86,7,2,5,23,7
KP-75/SaPo,FC Korso/United,3,1,5,23,7
KoiPS/Dynamo,ToBK,2,3,5,23,7
Ares -86,TuPS/3,0,4,5,23,7
NJS/3,Sibbo-Vargarna,3,2,5,23,7
HyPS/2,RiPS/2,4,1,5,23,7
FC Korso/United,Ares -86,3,1,5,23,7
RiPS/2,KoiPS/Dynamo,1,2,5,23,7
TuPS/3,NJS/3,1,7,5,23,7
HyPS/2,Sibbo-Vargarna,0,1,5,23,7
Sibbo-Vargarna,KoiPS/Dynamo,7,0,5,23,7
FC Korso/United,RiPS/2,0,5,5,23,7
TuPS/3,HyPS/2,4,4,5,23,7
Ares -86,ToBK,0,6,5,23,7
NJS/3,KP-75/SaPo,3,2,5,23,7
ToBK,FC Korso/United,7,0,5,23,7
KP-75/SaPo,Ares -86,4,3,5,23,7
KoiPS/Dynamo,NJS/3,2,5,5,23,7
RiPS/2,TuPS/3,3,5,5,23,7
Sibbo-Vargarna,TuPS/3,7,1,5,23,7
FC Korso/United,HyPS/2,1,3,5,23,7
KP-75/SaPo,KoiPS/Dynamo,4,3,5,23,7
Ares -86,RiPS/2,0,7,5,23,7
NJS/3,ToBK,2,5,5,23,7
ToBK,RiPS/2,9,2,5,23,7
TuPS/3,Ares -86,10,0,5,23,7
ToBK,KP-75/SaPo,4,1,5,23,7
KoiPS/Dynamo,Ares -86,3,2,5,23,7
RiPS/2,Sibbo-Vargarna,2,6,5,23,7
TuPS/3,FC Korso/United,1,4,5,23,7
HyPS/2,NJS/3,2,1,5,23,7
Sibbo-Vargarna,FC Korso/United,4,0,5,23,7
KP-75/SaPo,HyPS/2,3,3,5,23,7
KoiPS/Dynamo,TuPS/3,2,7,5,23,7
NJS/3,Ares -86,5,0,5,23,7
Ares -86,Sibbo-Vargarna,0,2,5,23,7
FC Korso/United,NJS/3,2,3,5,23,7
RiPS/2,KP-75/SaPo,4,2,5,23,7
HyPS/2,KoiPS/Dynamo,7,1,5,23,7
TuPS/3,ToBK,4,1,5,23,7
Sibbo-Vargarna,ToBK,2,0,5,23,7
KP-75/SaPo,TuPS/3,3,3,5,23,7
KoiPS/Dynamo,FC Korso/United,3,1,5,23,7
Ares -86,HyPS/2,1,8,5,23,7
NJS/3,RiPS/2,2,1,5,23,7
Sibbo-Vargarna,NJS/3,6,2,5,23,7
ToBK,KoiPS/Dynamo,4,2,5,23,7
FC Korso/United,KP-75/SaPo,5,2,5,23,7
RiPS/2,HyPS/2,2,2,5,23,7
KP-75/SaPo,Sibbo-Vargarna,1,5,5,23,7
KoiPS/Dynamo,RiPS/2,5,2,5,23,7
HyPS/2,ToBK,1,1,5,23,7
NJS/3,TuPS/3,8,1,5,23,7
Ares -86,FC Korso/United,1,3,5,23,7
ToBK,Ares -86,5,0,5,23,7
KP-75/SaPo,NJS/3,2,5,5,23,7
KoiPS/Dynamo,Sibbo-Vargarna,0,5,5,23,7
RiPS/2,FC Korso/United,2,2,5,23,7
HyPS/2,TuPS/3,3,0,5,23,7
Sibbo-Vargarna,HyPS/2,7,0,5,23,7
FC Korso/United,ToBK,0,4,5,23,7
TuPS/3,RiPS/2,5,1,5,23,7
NJS/3,KoiPS/Dynamo,4,4,5,23,7
Ares -86,KP-75/SaPo,1,3,5,23,7
Jäppärä,AskU,1,9,5,23,8
Kiri,FC Kuusysi/2,4,1,5,23,8
Nopsa,Korian Klubi,2,4,5,23,8
Korian Klubi,AskU,2,3,5,23,8
Jäntevä/Akatemia,Jäppärä,4,1,5,23,8
Nopsa,Kiri,2,3,5,23,8
KyPa,Union Plaani/17,1,2,5,23,8
Union Plaani/17,Korian Klubi,3,1,5,23,8
Jäntevä/Akatemia,Nopsa,3,1,5,23,8
FC Kuusysi/2,KyPa,2,0,5,23,8
Kiri,AskU,2,0,5,23,8
AskU,Union Plaani/17,1,3,5,23,8
Jäppärä,Kiri,6,6,5,23,8
KyPa,Jäntevä/Akatemia,5,2,5,23,8
Nopsa,FC Kuusysi/2,1,2,5,23,8
Union Plaani/17,Nopsa,2,0,5,23,8
Kiri,Jäntevä/Akatemia,11,3,5,23,8
Korian Klubi,KyPa,2,3,5,23,8
FC Kuusysi/2,Jäppärä,3,0,5,23,8
Nopsa,KyPa,3,2,5,23,8
Jäppärä,Korian Klubi,2,0,5,23,8
Kiri,Union Plaani/17,2,2,5,23,8
Jäppärä,Union Plaani/17,3,2,5,23,8
KyPa,AskU,3,1,5,23,8
Korian Klubi,Kiri,2,7,5,23,8
FC Kuusysi/2,Jäntevä/Akatemia,3,6,5,23,8
Union Plaani/17,Jäppärä,3,1,5,23,8
Nopsa,AskU,0,4,5,23,8
KyPa,Jäppärä,2,3,5,23,8
Jäntevä/Akatemia,Korian Klubi,4,2,5,23,8
FC Kuusysi/2,Union Plaani/17,1,5,5,23,8
Jäppärä,Nopsa,2,1,5,23,8
AskU,Jäntevä/Akatemia,5,1,5,23,8
Korian Klubi,FC Kuusysi/2,4,2,5,23,8
Kiri,KyPa,1,3,5,23,8
Jäppärä,FC Kuusysi/2,7,0,5,23,8
AskU,Jäppärä,8,1,5,23,8
Jäntevä/Akatemia,Union Plaani/17,1,2,5,23,8
Korian Klubi,Nopsa,1,6,5,23,8
FC Kuusysi/2,Kiri,1,5,5,23,8
Jäppärä,KyPa,4,1,5,23,8
AskU,Korian Klubi,3,1,5,23,8
Union Plaani/17,KyPa,4,0,5,23,8
Kiri,Nopsa,3,1,5,23,8
Jäppärä,Jäntevä/Akatemia,4,2,5,23,8
Nopsa,Jäntevä/Akatemia,2,1,5,23,8
AskU,Kiri,11,0,5,23,8
KyPa,FC Kuusysi/2,2,1,5,23,8
Korian Klubi,Union Plaani/17,7,2,5,23,8
Kiri,Jäppärä,3,3,5,23,8
Union Plaani/17,AskU,3,1,5,23,8
Jäntevä/Akatemia,KyPa,0,2,5,23,8
FC Kuusysi/2,Nopsa,1,0,5,23,8
Jäntevä/Akatemia,Kiri,2,3,5,23,8
Nopsa,Union Plaani/17,3,1,5,23,8
KyPa,Korian Klubi,3,3,5,23,8
Union Plaani/17,Kiri,3,2,5,23,8
KyPa,Nopsa,2,2,5,23,8
Korian Klubi,Jäppärä,5,3,5,23,8
FC Kuusysi/2,AskU,0,2,5,23,8
Jäntevä/Akatemia,FC Kuusysi/2,4,2,5,23,8
Kiri,Korian Klubi,3,3,5,23,8
AskU,KyPa,5,1,5,23,8
Union Plaani/17,FC Kuusysi/2,2,3,5,23,8
Korian Klubi,Jäntevä/Akatemia,2,3,5,23,8
AskU,Nopsa,5,0,5,23,8
KyPa,Kiri,3,4,5,23,8
Jäntevä/Akatemia,AskU,1,2,5,23,8
FC Kuusysi/2,Korian Klubi,3,4,5,23,8
Nopsa,Jäppärä,4,4,5,23,8
FC Kirkkonummi/2,EsPa/Keltavihree,1,0,5,22,1
ViTa,NuPS/2,0,2,5,22,1
KJS,KaPy,1,5,5,22,1
EPS/2,Olarin Kiksi,3,2,5,22,1
PEF,FC WILD/2,2,2,5,22,1
FC WILD/2,ViTa,6,3,5,22,1
Olarin Kiksi,FC Kirkkonummi/2,3,0,5,22,1
EsPa/Keltavihree,KJS,6,0,5,22,1
KaPy,PEF,0,2,5,22,1
NuPS/2,EPS/2,5,0,5,22,1
ViTa,KaPy,0,2,5,22,1
FC Kirkkonummi/2,PEF,1,1,5,22,1
EPS/2,KJS,4,0,5,22,1
EsPa/Keltavihree,FC WILD/2,3,6,5,22,1
NuPS/2,Olarin Kiksi,5,1,5,22,1
Olarin Kiksi,EsPa/Keltavihree,2,3,5,22,1
KaPy,FC Kirkkonummi/2,1,0,5,22,1
FC WILD/2,NuPS/2,3,2,5,22,1
KJS,ViTa,3,5,5,22,1
EPS/2,KaPy,1,2,5,22,1
PEF,Olarin Kiksi,5,1,5,22,1
FC Kirkkonummi/2,FC WILD/2,2,2,5,22,1
ViTa,EsPa/Keltavihree,0,8,5,22,1
NuPS/2,KJS,5,1,5,22,1
Olarin Kiksi,KJS,1,4,5,22,1
EsPa/Keltavihree,EPS/2,4,0,5,22,1
KaPy,NuPS/2,0,3,5,22,1
ViTa,FC Kirkkonummi/2,0,13,5,22,1
KJS,PEF,0,1,5,22,1
FC WILD/2,Olarin Kiksi,4,1,5,22,1
EPS/2,FC WILD/2,0,2,5,22,1
ViTa,PEF,0,1,5,22,1
FC Kirkkonummi/2,KJS,9,1,5,22,1
Olarin Kiksi,KaPy,1,4,5,22,1
ViTa,EPS/2,3,5,5,22,1
EsPa/Keltavihree,PEF,5,2,5,22,1
NuPS/2,FC Kirkkonummi/2,2,0,5,22,1
FC WILD/2,KaPy,4,1,5,22,1
PEF,NuPS/2,1,2,5,22,1
FC Kirkkonummi/2,EPS/2,3,1,5,22,1
KaPy,EsPa/Keltavihree,1,6,5,22,1
ViTa,Olarin Kiksi,5,1,5,22,1
KJS,FC WILD/2,0,7,5,22,1
KaPy,ViTa,7,1,5,22,1
FC WILD/2,KJS,7,1,5,22,1
Olarin Kiksi,EPS/2,3,1,5,22,1
EsPa/Keltavihree,FC Kirkkonummi/2,1,3,5,22,1
KaPy,KJS,0,1,5,22,1
FC WILD/2,PEF,2,2,5,22,1
Olarin Kiksi,ViTa,6,0,5,22,1
EPS/2,NuPS/2,2,2,5,22,1
PEF,KaPy,3,4,5,22,1
FC Kirkkonummi/2,Olarin Kiksi,3,3,5,22,1
KJS,EsPa/Keltavihree,3,8,5,22,1
ViTa,FC WILD/2,0,7,5,22,1
Olarin Kiksi,NuPS/2,1,3,5,22,1
KJS,EPS/2,6,1,5,22,1
PEF,FC Kirkkonummi/2,8,2,5,22,1
FC WILD/2,EsPa/Keltavihree,0,2,5,22,1
EPS/2,PEF,2,1,5,22,1
FC Kirkkonummi/2,KaPy,2,2,5,22,1
EsPa/Keltavihree,Olarin Kiksi,4,1,5,22,1
ViTa,KJS,4,1,5,22,1
NuPS/2,FC WILD/2,3,2,5,22,1
Olarin Kiksi,PEF,1,3,5,22,1
EsPa/Keltavihree,ViTa,15,0,5,22,1
KaPy,EPS/2,4,1,5,22,1
KJS,NuPS/2,1,2,5,22,1
FC WILD/2,FC Kirkkonummi/2,10,0,5,22,1
FC Kirkkonummi/2,ViTa,4,2,5,22,1
Olarin Kiksi,FC WILD/2,5,0,5,22,1
EPS/2,EsPa/Keltavihree,0,2,5,22,1
NuPS/2,KaPy,3,1,5,22,1
PEF,ViTa,4,2,5,22,1
EsPa/Keltavihree,NuPS/2,3,4,5,22,1
KaPy,Olarin Kiksi,3,4,5,22,1
KJS,FC Kirkkonummi/2,1,1,5,22,1
FC WILD/2,EPS/2,8,0,5,22,1
PEF,EsPa/Keltavihree,3,4,5,22,1
FC Kirkkonummi/2,NuPS/2,2,2,5,22,1
EPS/2,ViTa,1,1,5,22,1
KaPy,FC WILD/2,3,2,5,22,1
KJS,Olarin Kiksi,2,4,5,22,1
EPS/2,FC Kirkkonummi/2,0,2,5,22,1
EsPa/Keltavihree,KaPy,1,1,5,22,1
NuPS/2,PEF,0,1,5,22,1
PPV/Seos,Kasiysi,0,2,5,22,2
